"date_naissance","pays","age","genre","education","statut_marital","syndicat","revenu","religion","immigration","region","int_pol","eff_interne","att_elites","att_autres_groupes","opinion_nation","perc_corruption","perf_gov","part_electorale","vote_sortant","gauche_droite","satisf_demo","id_partisane"
1942,"Montenegro",74,1,6,"couple",1,3,1,1,"village",4,5,NA,5,4,2,3,1,1,NA,3,0
1973,"Montenegro",43,0,4,"separe",NA,1,0,0,"village",2,1,NA,NA,0,4,2,1,0,NA,NA,0
1948,"Montenegro",68,1,6,"couple",0,3,0,0,"village",4,5,20,10,12,2,3,1,1,5,3,1
1968,"Montenegro",48,1,4,"celibataire",0,3,0,0,"banlieue",2,4,12,16,9,2,2,1,0,NA,1,0
1991,"Montenegro",25,0,4,"couple",0,NA,1,0,"banlieue",3,3,4,13,7,3,1,1,NA,5,NA,0
1956,"Montenegro",60,1,7,"couple",NA,NA,0,0,"banlieue",3,4,11,16,9,1,4,1,1,NA,3,1
1975,"Montenegro",41,0,7,"couple",0,5,0,1,"banlieue",3,2,14,15,10,2,3,1,1,NA,3,1
1977,"Montenegro",39,0,8,"couple",0,5,0,0,"banlieue",3,2,13,15,12,1,3,1,0,NA,3,1
1997,"Montenegro",19,1,4,"celibataire",0,4,0,0,"banlieue",1,1,NA,NA,NA,NA,NA,0,NA,NA,1,0
1955,"Montenegro",61,1,4,"veuf",0,5,1,1,"banlieue",3,3,9,19,4,2,3,1,1,NA,4,1
1985,"Montenegro",31,0,7,"separe",0,NA,0,1,"banlieue",1,1,8,NA,10,2,4,1,1,NA,4,1
1987,"Montenegro",29,1,4,"couple",0,4,0,0,"banlieue",4,1,12,18,9,NA,4,0,NA,NA,4,0
1965,"Montenegro",51,1,3,"couple",0,NA,1,1,"banlieue",3,3,18,19,7,2,3,1,1,NA,4,1
1958,"Montenegro",58,0,4,"couple",0,NA,1,1,"banlieue",1,2,8,14,8,2,3,1,NA,NA,4,NA
1986,"Montenegro",30,1,5,"celibataire",0,NA,1,0,"banlieue",4,5,16,NA,8,1,4,1,1,0,4,1
1996,"Montenegro",20,0,4,"celibataire",0,NA,0,0,"banlieue",2,1,NA,18,3,2,3,1,1,NA,4,1
1967,"Montenegro",49,1,4,"couple",0,NA,1,1,"banlieue",3,3,12,NA,6,2,3,1,1,NA,3,1
1969,"Montenegro",47,1,4,"couple",0,NA,1,1,"banlieue",1,3,13,16,7,3,3,NA,NA,NA,3,0
1992,"Montenegro",24,0,7,"couple",0,2,NA,1,"banlieue",3,5,9,14,7,4,2,1,1,NA,3,1
1984,"Montenegro",32,0,4,"couple",0,NA,1,1,"banlieue",1,3,11,16,10,3,NA,1,1,NA,3,0
1992,"Montenegro",24,0,7,"celibataire",0,NA,0,0,"banlieue",3,4,7,10,5,3,NA,1,1,NA,1,0
1950,"Montenegro",66,0,4,"couple",0,4,NA,0,"banlieue",4,4,14,NA,5,2,3,1,1,NA,NA,1
1964,"Montenegro",52,1,4,"couple",NA,NA,1,1,"banlieue",3,3,NA,16,8,NA,3,1,NA,NA,3,1
1989,"Montenegro",27,1,7,"celibataire",0,NA,NA,0,"grande ville",3,3,15,13,6,3,3,1,0,NA,1,0
1986,"Montenegro",30,1,6,"separe",0,5,NA,0,"grande ville",3,3,14,13,10,3,3,1,1,NA,3,0
1989,"Montenegro",27,0,7,"couple",0,4,NA,1,"grande ville",1,3,9,15,6,3,3,0,NA,NA,1,0
1990,"Montenegro",26,0,4,"celibataire",0,NA,0,0,"grande ville",1,1,6,4,8,4,1,1,0,NA,NA,0
1986,"Montenegro",30,1,4,"couple",0,4,NA,0,"grande ville",2,3,10,NA,6,4,3,1,0,5,1,0
1970,"Montenegro",46,1,7,"couple",0,NA,1,1,"grande ville",3,4,8,NA,8,3,3,1,0,0,NA,1
1974,"Montenegro",42,0,7,"couple",0,5,NA,0,"grande ville",2,3,16,15,9,2,3,1,1,0,3,1
1990,"Montenegro",26,1,4,"celibataire",0,NA,NA,1,"grande ville",2,2,NA,NA,5,3,3,0,NA,NA,1,0
1968,"Montenegro",48,0,4,"separe",0,4,1,0,"grande ville",3,4,10,14,6,3,3,1,0,NA,1,0
1984,"Montenegro",32,1,7,"couple",0,5,0,0,"grande ville",3,4,17,13,7,2,4,1,1,1,3,1
1992,"Montenegro",24,1,4,"celibataire",0,NA,0,1,"grande ville",1,2,NA,16,5,4,3,0,NA,NA,1,0
1989,"Montenegro",27,1,7,"celibataire",0,NA,0,1,"grande ville",3,4,16,13,7,4,3,1,NA,NA,1,0
1954,"Montenegro",62,1,5,"couple",0,NA,NA,0,"grande ville",3,4,15,16,6,3,3,1,0,2,3,1
1950,"Montenegro",66,1,4,"couple",0,5,NA,0,"grande ville",4,3,16,13,9,3,3,1,1,0,3,1
1976,"Montenegro",40,1,7,"couple",1,NA,NA,1,"grande ville",2,3,4,15,5,4,2,1,0,NA,NA,1
1994,"Montenegro",22,0,4,"celibataire",0,NA,NA,0,"grande ville",1,1,12,12,5,3,3,0,NA,NA,1,0
1959,"Montenegro",57,1,6,"couple",1,5,NA,0,"grande ville",3,4,14,NA,10,3,3,1,1,NA,4,1
1993,"Montenegro",23,0,4,"celibataire",0,NA,NA,0,"grande ville",2,2,14,NA,7,4,3,NA,NA,NA,3,0
1968,"Montenegro",48,0,4,"veuf",0,4,NA,0,"grande ville",2,3,14,14,5,3,3,1,NA,NA,1,0
1967,"Montenegro",49,1,7,"couple",0,NA,1,1,"grande ville",3,4,9,15,7,4,3,1,0,0,NA,1
1992,"Montenegro",24,1,7,"celibataire",0,5,NA,0,"grande ville",1,3,14,14,5,4,3,0,NA,NA,1,0
1969,"Montenegro",47,0,8,"couple",1,NA,NA,0,"grande ville",3,4,15,14,9,3,3,1,1,NA,3,1
1990,"Montenegro",26,0,7,"celibataire",0,5,NA,0,"grande ville",2,2,11,15,5,3,3,1,0,NA,1,0
1982,"Montenegro",34,1,7,"celibataire",0,NA,1,0,"grande ville",3,2,13,10,10,2,3,1,0,NA,3,1
1972,"Montenegro",44,0,7,"couple",0,NA,NA,0,"grande ville",3,3,16,14,9,2,3,1,1,NA,3,0
1984,"Montenegro",32,1,4,"couple",0,4,1,1,"grande ville",1,1,4,4,6,4,1,1,NA,NA,NA,0
1976,"Montenegro",40,0,4,"separe",0,NA,NA,0,"grande ville",2,2,12,15,6,3,3,NA,NA,NA,1,0
1985,"Montenegro",31,0,8,"celibataire",0,NA,NA,0,"grande ville",3,4,15,14,9,2,3,1,1,NA,3,1
1970,"Montenegro",46,0,6,"couple",1,3,1,1,"village",1,1,NA,16,9,NA,NA,0,NA,NA,NA,0
1980,"Montenegro",36,1,4,"couple",1,3,0,0,"village",3,2,12,5,9,3,2,1,0,9,1,1
1936,"Montenegro",80,1,2,"veuf",NA,2,NA,1,"village",4,4,12,7,9,3,2,1,0,7,1,0
1937,"Montenegro",79,0,2,"veuf",NA,2,0,1,"village",3,1,NA,NA,4,4,1,1,0,5,NA,0
1982,"Montenegro",34,0,4,"couple",NA,3,0,1,"village",2,1,NA,10,4,4,2,1,0,NA,1,0
1975,"Montenegro",41,1,4,"couple",NA,3,0,0,"village",3,2,12,3,12,3,3,1,0,8,1,1
1942,"Montenegro",74,0,2,"couple",NA,3,0,1,"village",3,2,NA,6,5,3,2,1,0,9,1,1
1945,"Montenegro",71,1,3,"couple",NA,2,0,1,"village",1,1,NA,16,4,3,3,1,0,9,1,1
1950,"Montenegro",66,0,4,"couple",0,3,0,0,"village",4,3,NA,4,4,4,3,1,1,NA,3,0
1945,"Montenegro",71,1,3,"veuf",0,2,0,0,"village",3,3,7,3,12,3,3,1,1,5,1,0
1995,"Montenegro",21,1,4,"celibataire",0,NA,1,0,"grande ville",4,5,17,8,11,4,1,1,0,5,NA,0
1992,"Montenegro",24,1,4,"celibataire",0,NA,1,0,"grande ville",3,5,10,8,12,4,1,1,0,NA,NA,0
1953,"Montenegro",63,1,2,"separe",0,1,0,1,"grande ville",1,2,NA,8,12,4,1,0,NA,NA,NA,0
1987,"Montenegro",29,0,4,"couple",0,5,0,0,"petite ville",1,1,6,9,12,4,3,1,0,0,4,0
1975,"Montenegro",41,0,4,"celibataire",NA,2,NA,0,"village",3,4,7,10,12,3,3,1,1,0,3,1
1980,"Montenegro",36,1,5,"couple",0,4,0,0,"village",3,3,15,7,12,3,3,1,0,5,3,1
1973,"Montenegro",43,1,4,"couple",1,2,1,0,"banlieue",4,5,4,10,4,4,2,1,0,0,4,1
1997,"Montenegro",19,0,4,"celibataire",0,3,1,1,"banlieue",3,4,10,11,12,3,3,1,0,5,1,0
1987,"Montenegro",29,1,4,"celibataire",0,2,1,1,"banlieue",3,4,2,3,4,3,2,1,NA,5,NA,0
1978,"Montenegro",38,0,4,"couple",0,3,1,1,"banlieue",2,3,6,0,12,2,2,1,0,5,1,1
1965,"Montenegro",51,1,4,"couple",0,3,1,1,"banlieue",1,4,NA,7,0,3,3,1,NA,5,3,0
1948,"Montenegro",68,1,6,"couple",1,3,0,0,"banlieue",2,3,13,7,9,3,1,1,NA,5,NA,0
1956,"Montenegro",60,0,4,"couple",0,3,1,0,"banlieue",1,3,14,8,9,4,1,1,NA,5,1,0
1960,"Montenegro",56,1,2,"couple",0,1,0,0,"banlieue",2,3,NA,7,4,4,2,1,0,5,NA,1
1963,"Montenegro",53,0,2,"couple",0,2,0,0,"banlieue",2,4,NA,13,4,4,3,1,0,1,NA,1
1971,"Montenegro",45,0,4,"couple",0,3,0,0,"banlieue",2,4,14,14,6,3,1,1,0,1,1,0
1966,"Montenegro",50,1,4,"couple",0,2,0,0,"banlieue",4,4,12,16,9,3,1,1,0,2,NA,1
1959,"Montenegro",57,1,4,"couple",0,3,1,0,"banlieue",3,4,15,16,12,3,3,1,1,5,1,1
1964,"Montenegro",52,0,4,"couple",0,3,1,0,"banlieue",1,4,12,16,4,3,NA,1,1,5,3,0
1957,"Montenegro",59,0,4,NA,0,2,1,NA,"banlieue",2,3,8,9,6,NA,1,0,NA,NA,NA,0
1966,"Montenegro",50,1,4,"couple",0,3,1,0,"banlieue",3,3,NA,10,3,3,2,1,0,NA,1,0
1971,"Montenegro",45,0,4,"couple",0,3,1,0,"banlieue",1,1,NA,16,0,4,1,1,0,NA,NA,0
1939,"Montenegro",77,1,2,"couple",NA,1,0,1,"village",2,1,8,NA,NA,4,2,1,1,3,NA,0
1948,"Montenegro",68,0,2,"celibataire",NA,1,0,1,"village",1,NA,NA,NA,12,4,2,0,NA,NA,NA,0
1933,"Montenegro",83,0,2,"couple",NA,1,0,0,"village",2,4,2,NA,9,4,2,1,NA,NA,NA,0
1941,"Montenegro",75,1,3,"couple",NA,1,0,0,"village",2,3,NA,2,9,4,1,1,NA,NA,NA,0
1952,"Montenegro",64,0,3,"couple",NA,1,0,0,"village",3,4,4,1,10,3,1,1,1,NA,NA,0
1964,"Montenegro",52,1,4,"couple",NA,3,0,0,"village",3,4,4,NA,9,3,1,1,NA,NA,1,0
1940,"Montenegro",76,1,2,"couple",NA,1,0,0,"village",1,1,NA,NA,9,4,2,0,NA,NA,NA,0
1956,"Montenegro",60,0,3,"couple",NA,2,1,1,"village",3,4,NA,0,9,4,2,1,0,2,NA,0
1968,"Montenegro",48,0,4,"couple",NA,2,0,1,"village",1,1,9,3,10,4,1,0,NA,NA,NA,0
1940,"Montenegro",76,1,2,"veuf",NA,1,0,0,"village",3,4,NA,2,10,3,2,NA,NA,NA,1,0
1951,"Montenegro",65,0,2,"couple",NA,1,1,0,"village",3,4,NA,3,9,4,2,1,0,NA,1,0
1964,"Montenegro",52,1,3,"couple",0,2,0,0,"village",3,3,NA,NA,10,4,NA,1,0,NA,NA,0
1939,"Montenegro",77,1,2,"veuf",NA,NA,0,0,"village",3,4,NA,NA,9,3,1,1,0,NA,NA,1
1949,"Montenegro",67,0,2,"separe",NA,2,0,0,"village",3,4,NA,2,NA,4,1,0,NA,NA,NA,0
1961,"Montenegro",55,1,4,"couple",0,3,0,1,"village",4,4,6,NA,9,3,2,1,1,10,NA,0
1991,"Montenegro",25,0,4,"celibataire",0,NA,1,0,"village",1,1,NA,14,8,NA,NA,0,NA,NA,3,0
1985,"Montenegro",31,1,8,"celibataire",0,NA,0,0,"banlieue",2,1,12,18,6,1,4,1,1,NA,4,1
1997,"Montenegro",19,1,4,"celibataire",0,4,0,0,"banlieue",1,1,NA,NA,NA,NA,NA,0,NA,NA,1,0
1943,"Montenegro",73,1,4,"couple",NA,4,0,0,"petite ville",3,4,10,8,9,2,2,1,0,6,NA,1
1954,"Montenegro",62,0,4,"couple",0,3,1,1,"village",1,2,NA,10,4,3,NA,1,NA,NA,NA,0
1996,"Montenegro",20,1,6,"celibataire",0,3,1,0,"petite ville",3,5,14,10,12,2,3,1,1,NA,4,1
1987,"Montenegro",29,1,7,"celibataire",0,4,0,0,"petite ville",2,3,14,8,8,3,1,1,0,NA,3,0
1966,"Montenegro",50,0,4,"couple",0,5,0,0,"banlieue",3,3,14,10,9,2,3,1,1,2,3,0
1960,"Montenegro",56,1,6,"couple",NA,3,1,0,"village",3,3,11,4,9,3,3,1,1,NA,3,1
1992,"Montenegro",24,1,7,"separe",NA,4,0,0,"village",3,2,11,11,8,2,3,1,1,NA,3,1
1964,"Montenegro",52,1,6,"couple",0,5,1,1,"grande ville",3,2,17,12,8,2,3,0,NA,5,3,0
1990,"Montenegro",26,1,7,"couple",1,4,1,0,"village",3,3,14,6,9,3,3,0,NA,NA,1,1
1988,"Montenegro",28,0,8,"celibataire",0,4,1,0,"banlieue",3,3,13,10,8,3,3,1,1,NA,3,1
1976,"Montenegro",40,1,8,"couple",0,4,0,0,"petite ville",3,3,13,9,7,3,3,1,0,NA,3,1
1970,"Montenegro",46,1,8,"separe",1,4,1,1,"village",3,2,11,7,12,3,3,1,0,NA,3,1
1975,"Montenegro",41,0,4,"couple",1,5,0,0,"petite ville",3,3,15,NA,12,3,3,1,1,NA,3,1
1986,"Montenegro",30,1,7,"couple",1,4,1,0,"petite ville",3,3,9,8,12,3,4,1,0,NA,3,1
1987,"Montenegro",29,1,7,"separe",1,4,1,0,"petite ville",2,3,NA,9,12,4,3,0,NA,5,1,0
1976,"Montenegro",40,1,8,"couple",1,5,1,0,"petite ville",3,3,NA,9,10,3,3,1,1,NA,3,0
1968,"Montenegro",48,1,6,"separe",1,4,1,0,"petite ville",3,3,13,9,12,4,3,0,NA,NA,3,0
1985,"Montenegro",31,1,7,"celibataire",0,5,1,0,"petite ville",2,2,11,10,5,3,NA,0,NA,NA,1,0
1973,"Montenegro",43,1,6,"couple",1,4,1,0,"petite ville",3,4,14,7,12,3,3,1,1,1,3,1
1987,"Montenegro",29,1,6,"separe",1,3,1,0,"banlieue",3,3,14,7,7,2,3,1,1,NA,3,1
1993,"Montenegro",23,1,5,"separe",1,4,1,0,"petite ville",3,3,9,1,9,4,1,1,0,NA,1,0
1976,"Montenegro",40,0,6,"couple",1,4,1,0,"petite ville",3,3,8,7,7,3,3,1,NA,NA,3,1
1943,"Montenegro",73,0,2,"veuf",NA,1,0,1,"village",1,2,NA,0,9,4,2,0,NA,NA,NA,0
1949,"Montenegro",67,0,3,"couple",NA,1,1,0,"village",3,4,NA,NA,9,4,NA,1,NA,NA,NA,0
1948,"Montenegro",68,1,2,"couple",0,1,0,1,"village",3,4,NA,NA,NA,4,2,1,1,1,NA,0
1951,"Montenegro",65,1,4,"couple",0,2,0,0,"village",2,4,9,1,9,3,1,NA,NA,NA,NA,0
1949,"Montenegro",67,0,2,"veuf",NA,1,0,1,"village",3,4,NA,4,9,4,2,0,NA,NA,NA,0
1949,"Montenegro",67,0,2,"veuf",NA,1,0,0,"village",3,4,10,NA,9,4,2,1,NA,0,1,0
1939,"Montenegro",77,0,2,"celibataire",NA,1,0,0,"village",3,5,NA,2,NA,4,1,NA,NA,NA,NA,0
1952,"Montenegro",64,1,3,"couple",0,2,0,0,"village",3,3,NA,0,NA,3,2,1,NA,NA,1,0
1949,"Montenegro",67,1,3,"couple",NA,2,0,0,"village",1,1,4,NA,12,3,NA,0,NA,NA,NA,0
1939,"Montenegro",77,0,2,"veuf",NA,1,0,0,"village",3,4,6,5,NA,4,2,0,NA,NA,1,0
1950,"Montenegro",66,0,3,"couple",0,1,0,0,"village",3,4,17,9,6,3,3,1,1,5,3,1
1983,"Montenegro",33,1,4,"couple",0,5,1,1,"grande ville",1,1,10,20,8,2,3,1,1,NA,4,1
1987,"Montenegro",29,1,2,"celibataire",0,NA,NA,1,"grande ville",2,2,NA,NA,9,NA,2,0,NA,NA,NA,0
1966,"Montenegro",50,0,2,"veuf",0,NA,1,1,"grande ville",1,NA,8,14,8,NA,2,NA,NA,NA,NA,0
1969,"Montenegro",47,1,7,"couple",0,NA,NA,0,"grande ville",2,3,14,15,5,4,3,1,NA,NA,NA,NA
1954,"Montenegro",62,1,4,"couple",0,4,1,0,"grande ville",3,1,4,11,5,4,2,0,NA,NA,1,0
1970,"Montenegro",46,1,4,"couple",0,NA,NA,0,"grande ville",3,4,NA,12,8,3,3,1,1,NA,3,0
1942,"Montenegro",74,1,3,"couple",0,NA,0,0,"grande ville",2,2,10,19,10,2,4,1,1,NA,4,1
1992,"Montenegro",24,1,7,"celibataire",0,5,NA,0,"grande ville",2,3,17,13,5,2,3,1,0,NA,3,0
1983,"Montenegro",33,0,4,"couple",0,4,1,1,"grande ville",2,NA,6,13,5,3,3,1,1,NA,1,1
1970,"Montenegro",46,1,2,"veuf",0,1,NA,0,"grande ville",1,3,11,15,9,3,3,1,NA,NA,1,0
1979,"Montenegro",37,1,4,"veuf",0,NA,1,0,"grande ville",3,3,16,13,9,3,3,1,1,0,3,1
1963,"Montenegro",53,1,7,"couple",0,NA,1,1,"grande ville",4,4,2,3,5,4,1,1,0,NA,1,1
1986,"Montenegro",30,1,2,"couple",0,2,0,1,"grande ville",2,1,NA,16,9,NA,4,1,1,NA,4,1
1965,"Montenegro",51,0,4,"couple",0,NA,0,0,"grande ville",1,1,NA,20,NA,NA,NA,1,1,NA,4,1
1993,"Montenegro",23,1,4,"celibataire",0,NA,1,1,"grande ville",3,4,14,13,10,3,3,1,1,NA,1,1
1992,"Montenegro",24,0,7,"celibataire",0,NA,0,0,"grande ville",3,5,12,16,8,3,3,NA,NA,NA,1,0
1973,"Montenegro",43,1,8,"couple",0,NA,1,1,"grande ville",2,1,8,20,4,2,3,1,1,NA,4,1
1990,"Montenegro",26,0,7,"celibataire",0,NA,1,0,"grande ville",1,5,NA,8,7,4,NA,1,NA,NA,1,0
1940,"Montenegro",76,1,3,"couple",NA,2,0,0,"village",2,2,NA,NA,9,4,1,0,NA,NA,1,0
1954,"Montenegro",62,1,3,"celibataire",NA,1,0,0,"village",3,4,1,NA,8,4,2,1,NA,NA,1,0
1951,"Montenegro",65,0,2,"couple",NA,2,0,0,"village",3,5,NA,NA,NA,3,NA,1,NA,NA,NA,0
1961,"Montenegro",55,1,2,"couple",0,1,1,0,"village",1,2,5,4,7,4,1,1,0,1,NA,0
1963,"Montenegro",53,1,2,"couple",0,1,1,0,"village",3,4,6,1,8,4,1,1,0,9,NA,1
1932,"Montenegro",84,1,2,"couple",0,1,0,0,"village",1,2,NA,NA,11,3,2,1,0,NA,NA,0
1966,"Montenegro",50,1,2,"celibataire",0,1,1,0,"village",4,4,14,1,9,2,3,1,1,1,4,0
1959,"Montenegro",57,1,4,"couple",0,1,1,0,"village",4,5,9,4,5,4,1,1,0,8,NA,1
1942,"Montenegro",74,0,1,"veuf",0,1,1,0,"village",1,2,NA,NA,7,4,1,1,0,NA,NA,0
1949,"Montenegro",67,1,2,"couple",0,1,1,0,"village",2,4,3,0,11,4,4,1,1,NA,3,1
1969,"Montenegro",47,1,4,"celibataire",0,1,0,0,"village",3,4,7,6,6,3,2,1,0,NA,1,1
1977,"Montenegro",39,0,4,"couple",0,3,0,0,"village",2,3,NA,NA,7,3,NA,1,1,8,3,1
1936,"Montenegro",80,0,4,"veuf",0,3,0,0,"petite ville",3,5,9,10,9,1,3,1,1,0,4,1
1980,"Montenegro",36,1,4,"celibataire",0,4,0,0,"petite ville",1,1,NA,9,7,4,2,1,NA,5,1,0
1996,"Montenegro",20,1,4,"celibataire",0,4,0,0,"petite ville",3,5,0,6,7,4,2,1,0,0,1,1
1935,"Montenegro",81,0,4,"veuf",0,3,0,1,"petite ville",3,5,6,11,8,4,4,1,1,0,3,1
1985,"Montenegro",31,0,7,"celibataire",0,NA,0,0,"petite ville",2,NA,17,12,9,2,3,1,1,0,4,1
1990,"Montenegro",26,0,7,"celibataire",1,3,0,0,"petite ville",1,1,9,NA,8,4,1,1,0,NA,1,0
1985,"Montenegro",31,0,7,"celibataire",0,4,0,0,"petite ville",3,3,6,NA,12,4,2,1,NA,NA,NA,0
1984,"Montenegro",32,0,7,"celibataire",0,NA,0,0,"petite ville",1,NA,NA,4,12,3,3,1,1,0,4,1
1992,"Montenegro",24,0,7,"celibataire",0,3,1,1,"petite ville",2,3,13,NA,10,3,NA,1,NA,NA,1,0
1983,"Montenegro",33,1,5,"celibataire",0,5,0,1,"petite ville",2,4,8,5,11,4,2,1,0,NA,1,0
1988,"Montenegro",28,0,7,"couple",0,4,1,0,"petite ville",3,3,NA,8,8,3,NA,1,0,NA,3,1
1965,"Montenegro",51,1,4,"couple",0,2,1,1,"petite ville",1,5,4,7,6,3,2,0,NA,NA,NA,0
1992,"Montenegro",24,1,4,"couple",0,4,1,0,"petite ville",2,2,5,8,8,4,1,1,0,NA,1,0
1975,"Montenegro",41,0,4,"couple",0,4,1,1,"petite ville",2,3,14,14,4,4,NA,1,NA,NA,1,0
1960,"Montenegro",56,1,5,"separe",0,NA,1,0,"petite ville",3,4,9,10,9,4,NA,1,0,8,1,0
1985,"Montenegro",31,1,7,"celibataire",1,3,1,1,"petite ville",2,3,7,4,10,4,NA,1,1,NA,1,0
1992,"Montenegro",24,1,7,"celibataire",0,4,0,1,"petite ville",1,1,5,15,9,4,3,0,NA,8,NA,0
1987,"Montenegro",29,1,4,"celibataire",0,5,0,0,"petite ville",3,2,6,8,8,4,NA,1,NA,7,1,0
1989,"Montenegro",27,1,7,"celibataire",0,5,0,0,"petite ville",3,4,12,13,NA,4,NA,1,NA,8,3,0
1996,"Montenegro",20,0,7,"celibataire",0,5,1,0,"petite ville",2,3,11,9,6,3,NA,1,NA,7,1,0
1961,"Montenegro",55,1,2,"couple",0,2,1,0,"village",3,4,NA,NA,12,3,1,1,0,5,3,0
1944,"Montenegro",72,1,3,"celibataire",NA,2,1,0,"village",3,4,7,6,11,3,3,1,0,8,3,1
1997,"Montenegro",19,0,4,"couple",0,1,1,0,"village",4,5,14,10,12,2,4,1,1,1,3,1
1968,"Montenegro",48,1,5,"couple",NA,3,1,0,"village",3,5,10,8,9,4,3,1,1,9,3,1
1968,"Montenegro",48,1,3,"veuf",0,2,1,0,"village",1,4,11,NA,5,4,3,1,0,8,3,0
1967,"Montenegro",49,1,3,"couple",NA,3,1,0,"village",3,4,11,4,11,4,3,1,1,3,1,0
1971,"Montenegro",45,0,4,"couple",0,2,1,0,"village",3,5,9,6,12,2,2,1,1,7,4,0
1989,"Montenegro",27,1,4,"celibataire",0,5,1,0,"banlieue",3,5,14,0,9,4,4,1,0,10,4,1
1968,"Montenegro",48,0,4,"couple",0,4,0,0,"banlieue",1,1,16,0,12,4,3,0,NA,NA,3,0
1965,"Montenegro",51,1,4,"celibataire",1,4,0,0,"grande ville",2,4,8,4,10,3,NA,1,NA,7,1,0
1963,"Montenegro",53,0,4,"veuf",0,4,1,0,"grande ville",3,5,14,8,10,2,3,1,1,5,4,0
1977,"Montenegro",39,1,4,"couple",0,4,1,0,"grande ville",3,4,7,5,4,3,2,1,0,7,1,0
1970,"Montenegro",46,1,4,"couple",0,3,NA,1,"grande ville",2,4,12,NA,11,3,NA,1,NA,NA,3,0
1989,"Montenegro",27,1,7,"celibataire",0,3,0,0,"grande ville",3,4,5,5,9,3,1,1,0,10,1,1
1969,"Montenegro",47,0,4,"separe",0,4,1,0,"grande ville",1,1,11,6,12,3,2,0,NA,5,NA,0
1991,"Montenegro",25,1,7,"celibataire",0,5,1,0,"grande ville",3,5,9,4,12,4,3,1,0,5,3,1
1987,"Montenegro",29,0,8,"celibataire",0,3,0,0,"grande ville",2,4,NA,10,8,4,2,0,NA,6,NA,0
1993,"Montenegro",23,1,4,"celibataire",0,4,NA,0,"grande ville",4,5,15,9,11,2,3,1,1,3,4,1
1956,"Montenegro",60,1,4,"couple",0,3,1,1,"grande ville",3,4,11,NA,4,3,1,1,0,NA,NA,NA
1959,"Montenegro",57,1,4,"couple",0,4,NA,0,"grande ville",2,3,13,8,9,NA,3,1,NA,NA,1,0
1981,"Montenegro",35,1,4,"celibataire",0,4,0,0,"grande ville",3,5,22,13,12,2,3,1,1,9,3,1
1977,"Montenegro",39,1,7,"couple",0,5,1,0,"grande ville",2,4,7,12,10,3,NA,0,NA,NA,1,0
1996,"Montenegro",20,0,4,"celibataire",0,4,1,0,"grande ville",3,5,6,11,6,3,2,1,0,NA,1,0
1992,"Montenegro",24,1,4,"celibataire",0,4,1,0,"grande ville",1,3,9,9,12,3,3,1,1,5,3,0
1983,"Montenegro",33,1,4,"couple",0,4,1,0,"grande ville",2,5,10,5,5,3,2,1,NA,10,1,0
1963,"Montenegro",53,1,8,"separe",NA,3,0,0,"grande ville",1,1,14,10,12,NA,NA,0,NA,NA,NA,0
1981,"Montenegro",35,1,7,"celibataire",0,3,0,0,"grande ville",2,3,12,10,12,3,2,0,NA,0,1,0
1969,"Montenegro",47,1,9,"couple",0,5,0,0,"grande ville",3,4,16,18,12,3,3,1,1,8,3,1
1952,"Montenegro",64,1,4,"couple",0,4,0,1,"grande ville",1,2,6,18,3,4,1,0,NA,NA,NA,0
1965,"Montenegro",51,0,8,"couple",0,5,0,1,"grande ville",3,4,11,14,9,3,3,1,1,3,3,1
1992,"Montenegro",24,1,4,"celibataire",0,4,1,0,"grande ville",3,5,8,4,9,3,3,1,NA,NA,3,0
1961,"Montenegro",55,0,6,"couple",0,4,1,1,"grande ville",4,5,22,12,6,3,2,1,0,2,1,1
1978,"Montenegro",38,1,7,"couple",1,4,1,0,"grande ville",3,4,13,8,9,4,1,1,0,3,NA,1
1976,"Montenegro",40,1,5,"couple",0,4,0,0,"grande ville",2,1,NA,NA,9,4,1,0,NA,NA,NA,0
1947,"Montenegro",69,0,4,"couple",0,4,NA,1,"grande ville",2,2,17,18,3,2,3,1,1,NA,3,1
1967,"Montenegro",49,0,4,"couple",0,3,1,0,"grande ville",3,5,10,10,10,3,3,1,NA,6,3,0
1983,"Montenegro",33,1,7,"couple",0,4,1,0,"grande ville",4,5,8,8,5,3,2,1,0,NA,1,1
1993,"Montenegro",23,1,4,"celibataire",0,4,0,0,"grande ville",2,4,10,9,9,3,3,0,NA,10,1,0
1989,"Montenegro",27,1,7,"celibataire",0,3,0,0,"grande ville",3,4,9,16,6,4,2,1,0,2,NA,1
1973,"Montenegro",43,1,4,"couple",0,5,0,1,"grande ville",4,5,9,20,6,4,1,1,0,1,NA,1
1967,"Montenegro",49,1,8,"couple",0,5,1,0,"grande ville",4,4,19,16,6,3,3,1,1,2,3,1
1953,"Montenegro",63,0,4,"couple",0,3,1,0,"grande ville",2,3,4,NA,5,4,1,0,NA,NA,NA,0
1995,"Montenegro",21,0,4,"celibataire",0,4,0,0,"grande ville",3,5,9,14,6,3,NA,1,NA,2,3,0
1977,"Montenegro",39,1,4,"couple",0,4,1,0,"grande ville",2,3,14,4,12,3,2,0,NA,5,1,0
1984,"Montenegro",32,1,7,"celibataire",0,3,1,0,"grande ville",4,5,15,18,12,3,2,1,0,9,1,1
1952,"Montenegro",64,1,3,"couple",0,5,1,1,"grande ville",2,4,9,8,9,4,1,1,0,1,NA,1
